date,Rule,Rule_trailing_ic,Rule_icir,Rule_hit,Rule_quality,Ridge,Ridge_trailing_ic,Ridge_icir,Ridge_hit,Ridge_quality,RandomForest,RandomForest_trailing_ic,RandomForest_icir,RandomForest_hit,RandomForest_quality,LightGBM,LightGBM_trailing_ic,LightGBM_icir,LightGBM_hit,LightGBM_quality,Transformer,Transformer_trailing_ic,Transformer_icir,Transformer_hit,Transformer_quality
2024-11-29,0.2082166329821172,0.10657377003755779,0.5101974511403153,0.7,0.7231033877086052,0.2022896142475484,0.06643356643356646,0.1718407146148216,0.7,0.6322096736257897,0.202871877179776,0.06643356643356645,0.23386907238752777,0.7,0.6415139272916957,0.1999057413244995,0.044755244755244734,0.1895471432548656,0.6,0.5931873162434745,0.18671613426605893,-0.0888111888111888,-0.31122834306006686,0.4,0.3445045597298012
2024-12-31,0.20544622718333366,0.0765419524181231,0.34510725573770296,0.6363636363636364,0.6555807680515059,0.20589449939629978,0.08328035600762877,0.22447992819293142,0.7272727272727273,0.662406890691114,0.2019581850724486,0.0476795931341386,0.17239549603024318,0.6363636363636364,0.6008116448114024,0.19675398639264538,0.002542911633820709,0.009626663925629319,0.5454545454545454,0.5130778203135742,0.18994710195527267,-0.06865861411315956,-0.2462271378880121,0.45454545454545453,0.38531640611272955
2025-01-31,0.20385015271008713,0.06491870113852427,0.3015697595250218,0.5833333333333334,0.6268208317339442,0.20864193504615394,0.10547785547785553,0.29138432062618863,0.75,0.6991855035717839,0.20526427461137012,0.0751748251748252,0.26812326210906373,0.6666666666666666,0.648726647824518,0.19327232686526366,-0.035547785547785565,-0.12502237550187056,0.5,0.4456988581269339,0.1889713107671252,-0.07808857808857807,-0.2915217706257598,0.4166666666666667,0.36151648965089134
2025-02-28,0.19911306509388071,0.01538490160472473,0.08897807003726396,0.5,0.5287316121103143,0.2102151300776574,0.10664335664335668,0.29466735926033966,0.75,0.7008434605324076,0.20332199027807896,0.05244755244755247,0.18932061344658568,0.5833333333333334,0.597512311131207,0.19915339861172737,0.008741258741258723,0.026705102851859105,0.5833333333333334,0.5294136908357043,0.1881964159386555,-0.09090909090909088,-0.34128847355439756,0.3333333333333333,0.3245643047244161
2025-03-31,0.20194136051132802,0.0019816382014613172,0.012760125740771604,0.5,0.503895657062577,0.2107075663862601,0.07284382284382288,0.20055299861537645,0.6666666666666666,0.6362601059694626,0.20400164397497464,0.023892773892773927,0.08482342678118984,0.5,0.5366162879099524,0.1985163547623186,-0.03729603729603728,-0.10460107453542826,0.5,0.44701380152364845,0.18483307436511864,-0.14976689976689975,-0.7971963223166355,0.25,0.18065365188560495
2025-04-30,0.19374344521406453,-0.08368269746287434,-0.2985499570913048,0.4166666666666667,0.35486814230676333,0.22134985033442084,0.15209790209790214,0.44871682688736675,0.75,0.7694054261310072,0.2021377421091739,2.7755575615628914e-17,8.736735579059784e-17,0.5,0.5,0.19595650723865876,-0.06177156177156177,-0.17560404527869172,0.4166666666666667,0.3952211647699678,0.1868124551036821,-0.13578088578088576,-0.649489198451957,0.25,0.21679573445132067
2025-05-30,0.19781644677227808,-0.03939365317383006,-0.11586515961737695,0.4166666666666667,0.42655990621689677,0.2153278414587428,0.10314685314685319,0.25326385727172407,0.75,0.6911364317376117,0.20232920879606006,0.0011655011655011815,0.003675203770164692,0.5,0.5017167817310259,0.19710008605950477,-0.04895104895104894,-0.1352669051250796,0.4166666666666667,0.41409224861352245,0.18742641691341425,-0.12179487179487176,-0.6649274074612368,0.25,0.22846601708594272
2025-06-30,0.20314591503323495,-0.034965034965034975,-0.10312586407245058,0.4166666666666667,0.43289941875743077,0.2092568617385182,-0.005827505827505797,-0.014882280605525482,0.6666666666666666,0.5252734854149987,0.20226447214059068,-0.04428904428904427,-0.13468025169361467,0.4166666666666667,0.4188422512902469,0.19644464820014784,-0.10198135198135196,-0.2931571721662278,0.3333333333333333,0.3207117388603805,0.18888810288750818,-0.15442890442890442,-0.7905717643048226,0.25,0.17698533092537222
2025-07-31,0.20153205146711894,-0.033799533799533814,-0.0995504767103072,0.4166666666666667,0.43460122802725343,0.2100056244277355,0.022144522144522186,0.05427172811292321,0.6666666666666666,0.563618614694794,0.20281828574459337,-0.019813519813519764,-0.0548705416407237,0.4166666666666667,0.455289232273705,0.1961765475712501,-0.08741258741258741,-0.23807790364426312,0.3333333333333333,0.3435423937074398,0.18946749078930197,-0.13228438228438227,-0.675712591483631,0.25,0.21635872899307307
2025-08-29,0.19951820640909868,-0.06934731934731933,-0.19866203440004626,0.3333333333333333,0.36752004215934037,0.205641809350657,-0.037878787878787866,-0.08891507896327072,0.5833333333333334,0.4654506169433882,0.19840083063983235,-0.08041958041958036,-0.251194579233131,0.3333333333333333,0.34856789936211663,0.20291556097084923,-0.04312354312354311,-0.1145231902144182,0.4166666666666667,0.42303131167762753,0.19352359262956265,-0.11247086247086242,-0.5077920717166575,0.25,0.26136032677163895
2025-09-30,0.20347354697074432,-0.05128205128205127,-0.1480655692353697,0.4166666666666667,0.40984144666597666,0.20126085751088044,-0.0938228438228438,-0.21211897518767187,0.5,0.37435930989900545,0.19648173657577214,-0.10606060606060601,-0.33869229192551037,0.25,0.2931355501505674,0.20261813838978546,-0.06177156177156174,-0.1685904939313357,0.4166666666666667,0.39627319747207124,0.1961657205528177,-0.0961538461538461,-0.44214217947066903,0.25,0.28752482692555353
2025-10-31,0.19781306287954092,-0.09440559440559439,-0.2815325694033331,0.3333333333333333,0.3300311868505723,0.20354395393131938,-0.057692307692307675,-0.1183960175682634,0.5,0.42454828967245284,0.19440183174682127,-0.11072261072261068,-0.35597641445718303,0.16666666666666666,0.2692142604421452,0.2038611383799958,-0.05011655011655009,-0.13570667495284366,0.5,0.4295274486405234,0.20038001306232267,-0.058857808857808815,-0.22889521242913513,0.3333333333333333,0.3734745759444876
2025-11-28,0.19370831122286628,-0.1043123543123543,-0.3114339065176947,0.3333333333333333,0.31563922637665814,0.2020874680944083,-0.029720279720279703,-0.0644272551020589,0.5,0.46061563201441147,0.19733172436563384,-0.046620046620046596,-0.1496957570422984,0.25,0.38092558982360863,0.2077883550077412,0.022727272727272724,0.06045300809943567,0.5833333333333334,0.5484618906088548,0.1990841413093504,-0.03438228438228438,-0.14166909985389473,0.3333333333333333,0.41103401730629807
2025-12-31,0.19356774418939576,-0.11305361305361306,-0.33282518850741916,0.3333333333333333,0.30368927533694073,0.1983740226739125,-0.07051282051282051,-0.15471575504098167,0.4166666666666667,0.38961314956436555,0.2036316549977013,0.006410256410256447,0.018508796369843396,0.3333333333333333,0.4758532425323996,0.21119318863582343,0.05011655011655012,0.1423740516636298,0.5833333333333334,0.5881393245327613,0.19323338950316699,-0.10139860139860139,-0.341156006453647,0.25,0.29742799763335154
2026-01-30,0.1951408183857033,-0.10664335664335663,-0.3123416768114702,0.4166666666666667,0.3298387251682562,0.19377371007625915,-0.12062937062937062,-0.2753608724884419,0.3333333333333333,0.30473316516402976,0.1991890801992904,-0.03379953379953378,-0.10343279796979055,0.25,0.4006855465049976,0.21776834637798542,0.09498834498834498,0.302408592670429,0.6666666666666666,0.6736829672222426,0.19412804496076164,-0.09207459207459207,-0.3108299168493311,0.25,0.3113009203980082
2026-02-27,0.19723975721020337,-0.06993006993006992,-0.19183050250357928,0.5,0.40129535469439315,0.19413973374236324,-0.09149184149184153,-0.19706544881111196,0.3333333333333333,0.34561500785315835,0.2006981184774697,-0.004662004662004643,-0.013635465800458444,0.3333333333333333,0.4599593421345932,0.21477089786109563,0.0909090909090909,0.2948864041992768,0.6666666666666666,0.6684753848723157,0.19315149270886814,-0.08158508158508157,-0.2748139170840076,0.25,0.32719283085231726
2026-03-31,0.19564727766864418,-0.05769230769230768,-0.1542358154265762,0.5,0.41917231999370586,0.19355570302732328,-0.0775058275058275,-0.16644035482360547,0.4166666666666667,0.380861452603965,0.20074883090231535,0.016317016317016333,0.048244334999711244,0.4166666666666667,0.5068869999003064,0.22019436955115881,0.14627039627039626,0.5888138220731014,0.75,0.7845924695813615,0.18985381885055844,-0.09440559440559439,-0.30906762011927735,0.25,0.30923426257651404
2026-04-30,0.2000791100682218,0.01923076923076925,0.068597431016459,0.5833333333333334,0.5461870505499048,0.18833844735257516,-0.11480186480186483,-0.2651957162095814,0.4166666666666667,0.32875211110003133,0.2033513146423446,0.06526806526806526,0.22634965989004188,0.5,0.5992205142515715,0.22137258429768045,0.17191142191142186,0.7399012074006722,0.8333333333333334,0.8495632696881894,0.186858543639178,-0.10139860139860139,-0.3396212622049745,0.25,0.2976582092706524
2026-05-29,0.19320421425846585,-0.03438228438228435,-0.15923597387293373,0.5,0.4417323195367756,0.19001990224198503,-0.0751748251748252,-0.18761884098426332,0.4166666666666667,0.38001568201086866,0.2073784749366711,0.10664335664335665,0.3640686105698629,0.5833333333333334,0.6779203148955029,0.2189419990912045,0.16317016317016314,0.7098085013639117,0.8333333333333334,0.8363081050414165,0.1904554094716735,-0.051864801864801836,-0.17411458929849452,0.3333333333333333,0.38868467640709065
